22,-14,20,59,-23,-56
23,-13,19,59,-24,-56
23,-12,18,59,-24,-56
24,-11,17,59,-25,-56
24,-10,16,59,-25,-55
25,-9,16,59,-26,-55
26,-8,15,59,-27,-55
26,-7,14,59,-27,-55
27,-5,13,59,-28,-55
27,-4,12,59,-28,-54
28,-3,11,59,-29,-54
29,-2,9,59,-30,-54
29,-0,8,59,-30,-54
30,1,7,59,-31,-53
31,2,6,59,-31,-53
31,3,5,59,-32,-53
32,5,4,59,-33,-53
33,6,3,59,-33,-53
33,7,2,59,-34,-52
34,9,1,58,-35,-52
35,10,-1,58,-35,-52
35,11,-2,58,-36,-52
36,12,-3,58,-37,-51
37,14,-4,58,-37,-51
37,15,-5,58,-38,-51
38,16,-6,58,-39,-51
39,18,-7,58,-39,-50
39,19,-8,58,-40,-50
40,20,-9,58,-40,-50
41,21,-11,58,-41,-50
41,23,-12,58,-42,-50
42,24,-13,58,-42,-49
43,25,-14,58,-43,-49
43,26,-15,58,-43,-49
44,27,-16,58,-44,-49
44,28,-16,58,-45,-49
45,29,-17,58,-45,-48
45,30,-18,58,-46,-48
46,31,-19,57,-46,-48
46,32,-20,57,-47,-48
47,33,-21,57,-47,-48
47,34,-22,57,-47,-47
48,35,-22,57,-48,-47
48,36,-23,57,-48,-47
49,37,-24,57,-49,-47
49,37,-24,57,-49,-47
49,38,-25,57,-49,-47
50,39,-25,57,-50,-47
50,39,-26,57,-50,-47
50,40,-26,57,-50,-46
51,40,-27,57,-51,-46
51,41,-27,57,-51,-46
51,41,-28,57,-51,-46
51,42,-28,57,-51,-46
51,42,-28,57,-51,-46
52,42,-29,57,-52,-46
52,43,-29,57,-52,-46
52,43,-29,57,-52,-46
52,43,-29,57,-52,-46
52,43,-29,57,-52,-46
52,43,-30,57,-52,-46
52,44,-30,57,-52,-46
52,44,-30,57,-52,-46
52,44,-30,57,-52,-46
52,44,-30,57,-52,-46
52,44,-30,57,-52,-46
52,44,-30,57,-52,-46
52,44,-30,57,-52,-46
52,44,-30,57,-52,-46
52,44,-30,57,-52,-46
